Article,Triplet,Title,Head,Relation,Tail
Article 36  Internal control of budget implementation,"('the programme', 'instance of', 'implementation')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,the programme,instance of,implementation
Article 37  Publication of accounts and budgets,"('european union', 'executive body', 'commissions')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,european union,executive body,commissions
Article 37  Publication of accounts and budgets,"('union', 'executive body', 'commissions')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,executive body,commissions
Article 38  Publication of information on recipients and other information,"('personal data', 'opposite of', 'nuts 2')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,personal data,opposite of,nuts 2
Article 38  Publication of information on recipients and other information,"('nuts', 'instance of', 'nuts 2')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,nuts,instance of,nuts 2
Article 38  Publication of information on recipients and other information,"('union', 'opposite of', 'union')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,union,opposite of,union
Article 38  Publication of information on recipients and other information,"('prizes', 'laws applied', 'article 237(2)')",TITLE II BUDGET AND BUDGETARY PRINCIPLES,prizes,laws applied,article 237(2)
Article 39  Estimates of revenue and expenditure,"('the councilthe council', 'executive body', 'commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the councilthe council,executive body,commission
Article 39  Estimates of revenue and expenditure,"('councilthe', 'executive body', 'commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,councilthe,executive body,commission
Article 41  Draft budget,"('union', 'foundational text', 'administration')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,foundational text,administration
Article 41  Draft budget,"('the union', 'foundational text', 'article 155(2)')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,foundational text,article 155(2)
Article 41  Draft budget,"('court of justice of the union', 'significant place', 'the union')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,court of justice of the union,significant place,the union
Article 41  Draft budget,"('the union', 'highest judicial authority', 'court of justice of the union')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,highest judicial authority,court of justice of the union
Article 41  Draft budget,"('administrative unit', 'instance of', 'administrative unit')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,administrative unit,instance of,administrative unit
Article 41  Draft budget,"('193471', 'instance of', 'administrative unit')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,193471,instance of,administrative unit
Article 41  Draft budget,"('union', 'foundational text', 'articles')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,foundational text,articles
Article 41  Draft budget,"('the union', 'official observer status in organisation', 'organ\xadisation')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,official observer status in organisation,organ­isation
Article 41  Draft budget,"('union', 'official observer status in organisation', 'organ\xadisation')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,official observer status in organisation,organ­isation
Article 41  Draft budget,"('management fees', 'subclass of', 'management of financial instruments')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,management fees,subclass of,management of financial instruments
Article 41  Draft budget,"('union', 'statement is subject of', 'article 155(2)')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,statement is subject of,article 155(2)
Article 41  Draft budget,"('the union', 'executive body', 'eeas')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,executive body,eeas
Article 41  Draft budget,"('the union', 'executive body', 'the eeas')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the union,executive body,the eeas
Article 41  Draft budget,"('eeas', 'executive body', 'the eeas')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,eeas,executive body,the eeas
Article 41  Draft budget,"('193471', 'field of work', 'administrative unit')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,193471,field of work,administrative unit
Article 41  Draft budget,"('the eeas', 'executive body', 'eeas')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the eeas,executive body,eeas
Article 44  Draft amending budgets,"('european union', 'executive body', 'the commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,european union,executive body,the commission
Article 47  Budget nomenclature,"('the council', 'instance of', 'programme')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,the council,instance of,programme
Article 47  Budget nomenclature,"('establishment plan', 'instance of', 'article')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,establishment plan,instance of,article
Article 47  Budget nomenclature,"('establishment plan', 'part of', 'article')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,establishment plan,part of,article
Article 48  Negative revenue,"('decision 2014335eu euratom', 'main regulatory text', 'own resources')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,decision 2014335eu euratom,main regulatory text,own resources
Article 49  Provisions,"('appropriations', 'part of', 'provisions')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,appropriations,part of,provisions
Article 49  Provisions,"('commission', 'authority', 'the commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,commission,authority,the commission
Article 52  Presentation of the budget,"('indirect action', 'follows', 'direct action')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,indirect action,follows,direct action
Article 52  Presentation of the budget,"('basic act', 'instance of', 'act')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,basic act,instance of,act
Article 52  Presentation of the budget,"('act', 'instance of', 'basic act')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,act,instance of,basic act
Article 52  Presentation of the budget,"('act', 'instance of', 'budget')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,act,instance of,budget
Article 52  Presentation of the budget,"('budget', 'instance of', 'basic act')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,budget,instance of,basic act
Article 52  Presentation of the budget,"('budget', 'instance of', 'act')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,budget,instance of,act
Article 52  Presentation of the budget,"('basic act', 'part of', 'basic act')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,basic act,part of,basic act
Article 52  Presentation of the budget,"('basic act', 'main regulatory text', 'commission')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,basic act,main regulatory text,commission
Article 53  Rules on the establishment plans for staff,"('establishment plan', 'instance of', 'establishment plan')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,establishment plan,instance of,establishment plan
Article 53  Rules on the establishment plans for staff,"('union', 'legislative body', 'council')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,legislative body,council
Article 53  Rules on the establishment plans for staff,"('l 19354', 'part of', 'l 19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,l 19354,part of,l 19354
Article 53  Rules on the establishment plans for staff,"('l 19354', 'published in', 'l 19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,l 19354,published in,l 19354
Article 53  Rules on the establishment plans for staff,"('l 19354', 'part of', '19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,l 19354,part of,19354
Article 53  Rules on the establishment plans for staff,"('l 19354', 'published in', '19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,l 19354,published in,19354
Article 53  Rules on the establishment plans for staff,"('19354', 'part of', 'l 19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,19354,part of,l 19354
Article 53  Rules on the establishment plans for staff,"('19354', 'published in', 'l 19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,19354,published in,l 19354
Article 53  Rules on the establishment plans for staff,"('19354', 'part of', '19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,19354,part of,19354
Article 53  Rules on the establishment plans for staff,"('19354', 'published in', '19354')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,19354,published in,19354
Article 53  Rules on the establishment plans for staff,"('union', 'authority', 'the commissions')",TITLE III ESTABLISHMENT AND STRUCTURE OF THE BUDGET,union,authority,the commissions
Article 57  Information on transfers of personal data for audit purposes,"('internal audit services', 'instance of', 'union')",TITLE IV BUDGET IMPLEMENTATION,internal audit services,instance of,union
Article 58  Basic act and exceptions,"('teu', 'significant person', 'commission')",TITLE IV BUDGET IMPLEMENTATION,teu,significant person,commission
Article 58  Basic act and exceptions,"('article 175', 'published in', 'euratom treatyappropriations')",TITLE IV BUDGET IMPLEMENTATION,article 175,published in,euratom treatyappropriations
Article 58  Basic act and exceptions,"('euratom', 'foundational text', 'tfeu')",TITLE IV BUDGET IMPLEMENTATION,euratom,foundational text,tfeu
Article 58  Basic act and exceptions,"('union', 'foundational text', 'euratom treatyappropriations')",TITLE IV BUDGET IMPLEMENTATION,union,foundational text,euratom treatyappropriations
Article 58  Basic act and exceptions,"('the councils', 'legislative body', 'european parliament')",TITLE IV BUDGET IMPLEMENTATION,the councils,legislative body,european parliament
Article 58  Basic act and exceptions,"('the tfeu', 'significant person', 'commission')",TITLE IV BUDGET IMPLEMENTATION,the tfeu,significant person,commission
Article 58  Basic act and exceptions,"('euratom', 'significant person', 'the commission')",TITLE IV BUDGET IMPLEMENTATION,euratom,significant person,the commission
Article 58  Basic act and exceptions,"('euratom', 'significant person', 'commission')",TITLE IV BUDGET IMPLEMENTATION,euratom,significant person,commission
Article 58  Basic act and exceptions,"('article 175', 'part of', 'tfeu article 181(2) tfeu')",TITLE IV BUDGET IMPLEMENTATION,article 175,part of,tfeu article 181(2) tfeu
Article 58  Basic act and exceptions,"('article 175', 'published in', 'tfeu article 181(2) tfeu')",TITLE IV BUDGET IMPLEMENTATION,article 175,published in,tfeu article 181(2) tfeu
Article 58  Basic act and exceptions,"('tfeu', 'foundational text', 'article 175')",TITLE IV BUDGET IMPLEMENTATION,tfeu,foundational text,article 175
Article 58  Basic act and exceptions,"('tfeu article 181(2) tfeu', 'foundational text', 'article 175')",TITLE IV BUDGET IMPLEMENTATION,tfeu article 181(2) tfeu,foundational text,article 175
Article 58  Basic act and exceptions,"('cfsp', 'foundational text', 'the cfsp')",TITLE IV BUDGET IMPLEMENTATION,cfsp,foundational text,the cfsp
Article 58  Basic act and exceptions,"('euratom', 'foundational text', 'article 175')",TITLE IV BUDGET IMPLEMENTATION,euratom,foundational text,article 175
Article 58  Basic act and exceptions,"('euratom', 'foundational text', 'euratom treatyappropriations')",TITLE IV BUDGET IMPLEMENTATION,euratom,foundational text,euratom treatyappropriations
Article 58  Basic act and exceptions,"('councils', 'legislative body', 'european parliament')",TITLE IV BUDGET IMPLEMENTATION,councils,legislative body,european parliament
Article 59  Budget implementation by Union institutions other than the Commission,"('appropriations', 'field of this occupation', 'appropriations')",TITLE IV BUDGET IMPLEMENTATION,appropriations,field of this occupation,appropriations
Article 59  Budget implementation by Union institutions other than the Commission,"('union', 'instance of', 'appropriations')",TITLE IV BUDGET IMPLEMENTATION,union,instance of,appropriations
Article 59  Budget implementation by Union institutions other than the Commission,"('union', 'said to be the same as', 'appropriations')",TITLE IV BUDGET IMPLEMENTATION,union,said to be the same as,appropriations
Article 59  Budget implementation by Union institutions other than the Commission,"('appropriations', 'instance of', 'servicelevel agreements')",TITLE IV BUDGET IMPLEMENTATION,appropriations,instance of,servicelevel agreements
Article 60  Delegation of budget implementation powers,"('commission', 'authority', 'commission')",TITLE IV BUDGET IMPLEMENTATION,commission,authority,commission
Article 60  Delegation of budget implementation powers,"('eeas', 'CITES Appendix', 'eeas')",TITLE IV BUDGET IMPLEMENTATION,eeas,CITES Appendix,eeas
Article 60  Delegation of budget implementation powers,"('the commission', 'different from', 'union')",TITLE IV BUDGET IMPLEMENTATION,the commission,different from,union
Article 60  Delegation of budget implementation powers,"('union', 'different from', 'the commission')",TITLE IV BUDGET IMPLEMENTATION,union,different from,the commission
Article 60  Delegation of budget implementation powers,"('the eeas', 'authority', 'commission')",TITLE IV BUDGET IMPLEMENTATION,the eeas,authority,commission
Article 61  Conflict of interests,"('conflict of interests', 'subclass of', 'financial actor')",TITLE IV BUDGET IMPLEMENTATION,conflict of interests,subclass of,financial actor
Article 61  Conflict of interests,"('national authority', 'instance of', 'conflict of interests')",TITLE IV BUDGET IMPLEMENTATION,national authority,instance of,conflict of interests
Article 62  Methods of budget implementation,"('european investment bank', 'different from', 'the eif')",TITLE IV BUDGET IMPLEMENTATION,european investment bank,different from,the eif
Article 62  Methods of budget implementation,"('the eif', 'different from', 'european investment bank')",TITLE IV BUDGET IMPLEMENTATION,the eif,different from,european investment bank
